,Name,Host Name,Host Listing Count,Country,Property Type,Cancellation Policy,Bed Type,Minimum Night,Maximum Night,Accommondate,Amentities,N_Reviews,Price,Extra People,Guests
1201,Sweet little space fully Equipped in Villeray,Adelyna,1,Canada,Apartment,moderate,Real Bed,7,1125,4,"['TV', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Long term stays allowed']",17,30.00,9.00,2
1202,Large apt on Flamengo Beach - Apt Praia Flamengo,Thiago,2,Brazil,Apartment,flexible,Real Bed,3,28,4,"['TV', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'translation missing: en.hosting_amenity_50']",1,347.00,60.00,4
1203,Prime CBD 2 bedroom Apt 1 Min to Wynyard station,Chloe,7,Australia,Apartment,moderate,Real Bed,1,1125,5,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'Baby bath', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Step-free access', 'Host greets you']",102,250.00,40.00,4
1204,Cute Cozy Rooftop Apt. 2 BR. Wan Chai MTR,J,7,Hong Kong,Apartment,flexible,Real Bed,2,1125,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Hot water', 'Bed linens', 'Coffee maker', 'Refrigerator']",100,801.00,0.00,1
1205,HABITACION SINGLE en el  BARRIO DE SANTS-MONTJUIC,Jorge,3,Spain,Apartment,moderate,Real Bed,2,1125,1,"['TV', 'Wifi', 'Wheelchair accessible', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Oven', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway', 'Host greets you', 'Handheld shower head', 'Fixed grab bars for shower']",49,38.00,0.00,1
1206,Master Bedroom in a High Rise Appartment,Hamza,3,Hong Kong,Apartment,moderate,Real Bed,3,50,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Pets allowed', 'Gym', 'Elevator', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",7,353.00,100.00,2
1207,地鐵站旁邊舒適清雅出差旅行學習短期工作均合適,Connie,2,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,5,1125,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Other']",9,330.00,160.00,1
1208,Old District - Charming Apartment,Maria StayBarcelona,46,Spain,Condominium,strict_14_with_grace_period,Real Bed,32,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Essentials', 'Hangers']",0,50.00,0.00,2
1209,Beautiful Home Away From Home!,Ravanna,2,United States,Apartment,strict_14_with_grace_period,Real Bed,3,1125,10,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",219,130.00,20.00,2
1210,crowntown apartment 2b,Diogo & Christiana,4,Portugal,Apartment,moderate,Real Bed,2,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",184,30.00,0.00,1
1211,73. SPACIOUS 2 BEDROOMS IN A PERFECT LOCATION!,Simple Stay,18,Canada,Apartment,moderate,Real Bed,1,1125,4,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove']",82,75.00,15.00,2
1212,Top Location Fully Equipped 1 BR downtown condo,Drew,2,Canada,Apartment,flexible,Real Bed,1,1125,2,"['Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Hangers', 'Private entrance']",3,85.00,0.00,1
1213,PRIVATE ROOM WITH WIFI,Esperanza,1,Spain,Apartment,moderate,Real Bed,2,27,2,"['TV', 'Wifi', 'Air conditioning', 'Elevator', 'Heating', 'Family/kid friendly', 'First aid kit', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you', 'Paid parking on premises']",27,18.00,25.00,1
1214,1分鐘到高鐵西九龍站､地鐵柯士甸站､機場和港珠澳大橋巴士A22站    10分鐘到中港城碼頭､海港城,Gary Kwan,3,Hong Kong,Apartment,moderate,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Elevator', 'Indoor fireplace', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Luggage dropoff allowed', 'Host greets you', 'Paid parking on premises']",348,361.00,0.00,1
1215,Private Room with rooftop in  Sheung Wan,Bérénice,4,Hong Kong,Apartment,flexible,Real Bed,3,20,2,"['Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",16,440.00,0.00,2
1216,The Central Place VI,Margherita&Arthur&Quique,46,Spain,Apartment,flexible,Real Bed,3,300,7,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad', 'Hot water']",12,242.00,0.00,2
1217,Sinta-se em casa na Lapa | Quarto em apartamento,Flavia,2,Brazil,Apartment,flexible,Real Bed,2,1125,3,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Elevator', 'Free street parking', 'Washer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Host greets you']",0,101.00,50.00,2
1218,"Upper West 2BR, Met, Lincoln Center, Central Park",Lesya,1,United States,Apartment,strict_14_with_grace_period,Real Bed,4,9,4,"['Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50', 'Bathtub', 'Children’s books and toys', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Other']",10,225.00,0.00,1
1219,Sunny apartment in Sagrada Familia,Rubiol,2,Spain,Apartment,strict_14_with_grace_period,Real Bed,3,1124,4,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Host greets you']",35,98.00,10.00,2
1220,"Perfect place to stay. Artistic, zen and cozy.",Barbara,1,Canada,Apartment,strict_14_with_grace_period,Real Bed,2,1125,4,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",18,60.00,15.00,2
1221,Appartement douillet d'un triplex montréalais.,Richard,2,Canada,Apartment,moderate,Real Bed,3,18,4,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water']",6,58.00,15.00,1
1222,East Village 1BR Apt with all the amenities,Cody,1,United States,Apartment,flexible,Real Bed,2,1124,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Other']",3,200.00,0.00,1
1223,Quiet and Serene  - Perfect for Relaxation,Diana And Lando,3,United States,Guesthouse,strict_14_with_grace_period,Real Bed,1,1125,2,"['TV', 'Wifi', 'Free parking on premises', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Patio or balcony', 'Garden or backyard', 'Beach essentials']",196,74.00,0.00,1
1224,Art deco apartment in Bondi,Sissi,1,Australia,Apartment,moderate,Real Bed,2,1125,2,"['TV', 'Kitchen', 'Breakfast', 'Free street parking', 'Smoke detector', 'Essentials', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Other']",1,90.00,0.00,1
1225,Studio Paisible - Petite Italie,Dylem,1,Canada,Apartment,flexible,Real Bed,1,1125,1,['Family/kid friendly'],0,301.00,0.00,1
1226,Porto Almada Story Apt Blue by Porto City Hosts,Porto City Hosts,6,Portugal,Apartment,moderate,Real Bed,2,1125,4,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",2,45.00,15.00,2
1227,Porto Almada Story Apt Red by Porto City Hosts,Porto City Hosts,6,Portugal,Apartment,moderate,Real Bed,2,1125,4,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Crib', 'Pack ’n Play/travel crib', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other', 'Kitchenette', 'Full kitchen', 'Bedroom comforts', 'Bathroom essentials']",1,50.00,15.00,2
1228,Rob's Beach Terrace,Robert,1,Australia,Townhouse,flexible,Real Bed,2,1125,8,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Bathtub', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beachfront']",63,350.00,0.00,1
1229,"Great 1 Bedroom Apt /Private Rooftop, Sai Ying Pun",Sly,1,Hong Kong,Apartment,strict_14_with_grace_period,Real Bed,4,1125,3,"['Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'High chair', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Host greets you']",14,714.00,0.00,1
1230,★ Bright Sydney CBD Studio Apt With Seaview 108B★,Danny,87,Australia,Serviced apartment,flexible,Real Bed,1,99,3,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'High chair', 'Crib', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",132,161.00,0.00,1
1231,Large Room in Manhattan,Ricardo,1,United States,Apartment,flexible,Real Bed,1,6,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Iron', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Cleaning before checkout']",3,85.00,35.00,2
1232,Mike's House- Uilani Room,Rina,6,United States,House,strict_14_with_grace_period,Real Bed,1,1125,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Pets live on this property', 'Cat(s)', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad']",159,88.00,0.00,2
1233,"Charming Suite w/Modern Kitchen, WiFi, Flat Screen, Lanai–Kiahuna Plantation #2048",Castle Kiahuna Plantation,44,United States,Condominium,super_strict_30,Real Bed,1,21,4,"['TV', 'Wifi', 'Pool', 'Free parking on premises', 'Hot tub', 'Family/kid friendly', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'TV', 'Children’s books and toys', 'Microwave', 'Coffee maker', 'Refrigerator', 'Accessible-height bed', 'Step-free access']",1,402.00,0.00,1
1234,Apartment em Copacabana,Heather,1,Brazil,Apartment,flexible,Real Bed,1,1125,4,"['TV', 'Cable TV', 'Internet', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Washer']",0,1201.00,0.00,1
1235,West Village townhouse private suite incl bath,Ann,2,United States,House,moderate,Real Bed,1,14,1,"['Internet', 'Wifi', 'Paid parking off premises', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Indoor fireplace', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Host greets you']",189,139.00,0.00,1
1236,Sunny 1bd - Near SOHO Washington SQ,Molly,1,United States,Apartment,strict_14_with_grace_period,Real Bed,4,29,2,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Hot water']",25,226.00,0.00,2
1237,Experience Local Living in Well-Connected Beach Retreat,Nu,6,Spain,Apartment,moderate,Real Bed,32,1125,4,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Hot water', 'Body soap', 'Bath towel', 'Toilet paper', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Beachfront', 'Paid parking on premises', 'Bedroom comforts', 'Bathroom essentials']",7,50.00,0.00,1
1238,Spacious 1br/1bath apartment in CBD with city view,Angela,1,Australia,Apartment,moderate,Real Bed,2,1125,4,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Elevator', 'Hot tub', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",6,200.00,50.00,2
1239,Lovely sydney CBD heart studio with a balcony,Linda,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,2,1125,2,"['Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Luggage dropoff allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Step-free access', 'Wide entryway', 'Handheld shower head']",27,108.00,50.00,2
1240,Charming House with private garden and barbecue,Aida & Francisco,4,Portugal,Townhouse,strict_14_with_grace_period,Real Bed,3,1125,8,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Pets allowed', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",15,100.00,0.00,1
1241,"3 bedrooms, luxury condominium",Gustavo,22,Brazil,Apartment,strict_14_with_grace_period,Real Bed,3,300,10,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Elevator', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Window guards', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Disabled parking spot', 'Step-free access', 'Step-free access', 'Step-free access', 'Wide entryway']",29,298.00,25.00,6
1242,Newly Renovated Bedroom in Bushwick/Ridgewood,Venice,1,United States,House,moderate,Real Bed,1,1125,2,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Hangers', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private living room']",0,73.00,10.00,1
1243,Evimin bi odası,Candan,2,Turkey,Apartment,flexible,Real Bed,1,1125,1,[''],0,148.00,0.00,1
1244,Beşiktaş'ta günlük haftalık kiralık oda,Beşiktaş,2,Turkey,Apartment,flexible,Real Bed,1,5,2,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Family/kid friendly', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",0,100.00,0.00,1
1245,"Private 1 bedroom apartment in Redfern, Sydney",Jess,1,Australia,Apartment,strict_14_with_grace_period,Real Bed,2,1125,2,"['TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Free street parking', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'Bathtub', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",30,129.00,0.00,1
1246,Sunny cozy apartment in Sydney,Vicky,2,Australia,Apartment,moderate,Real Bed,2,1125,2,"['TV', 'Cable TV', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",1,50.00,0.00,1
1247,Self contained studio cabin (last minute standby),Steven,6,Australia,Cabin,strict_14_with_grace_period,Real Bed,1,1125,3,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Private entrance']",70,100.00,20.00,1
1248,Resort style living,Anthony,1,United States,House,strict_14_with_grace_period,Real Bed,15,1125,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Hot tub', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Hangers', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Keypad', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed']",7,39.00,35.00,1
